X,Y,OBJECTID,AIC,LifeboatStationNameProper,LaunchTime,YearOfCall,LifeboatClass,LifeboatNumber,RoSType,CasualtyCategory,CasualtyTypeFull,ReasonForLaunch,OutcomeOfService,Activity,VisibilityAtIncident,WeatherAtIncident,SeaConditionsAtIncident,WeatherAtLaunch,VisibilityAtLaunch,WindDirectionAtLaunch,SeaConditionsAtLaunch,DateOfLaunch,ROSNumber,GlobalID,CreationDate,Creator,EditDate,Editor
-9.05278,53.26893,104101,Person in distress,GALWAY,23:05:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Person in distress,GOOD,CLOUDY,CALM,CLOUDY,GOOD,135,CALM,2019/09/19 23:15:00+00,LBI10187/2019,{4951FF94-6F4A-43A9-A317-05D3F38CD0ED},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04766,53.26881,104588,Animal,GALWAY,02:34:00,2020,ATLANTIC 85,B-810,ILB,OTHER,Other,Unknown,Rendered assistance,Unknown,POOR,SQUALLY,MOD/CHOP,SQUALLY,POOR,225,MOD/CHOP,2020/02/14 02:42:59+00,LBI00577/2020,{75031EF2-4979-435C-8015-6A5E8A00E28A},2021/03/31 10:55:32+00,,2021/03/31 10:55:32+00,
-9.02355,53.25941,105216,Other,GALWAY,16:36:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,45,CALM,2020/03/29 16:46:00+00,LBI01294/2020,{9365363D-AD7A-4551-BA5C-3FCFC5C3BEC7},2021/03/31 10:56:36+00,,2021/03/31 10:56:36+00,
-8.9642,53.19481,105218,Other,GALWAY,12:16:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Other,Other,Rendered assistance,Other,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,180,CALM,2020/04/10 12:35:00+00,LBI01295/2020,{207833C1-78E0-4520-9AAB-F4FB696DB736},2021/03/31 10:56:36+00,,2021/03/31 10:56:36+00,
-9.01877,53.26973,105259,Other,GALWAY,06:59:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,315,CALM,2020/03/18 07:09:59+00,LBI01342/2020,{403AB5B8-A439-4D98-A20A-E562D783EDE5},2021/03/31 10:56:41+00,,2021/03/31 10:56:41+00,
,,105330,Other,GALWAY,08:50:00,2020,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,UNKNOWN,UNKNOWN,,CLEAR SKIES,FAIR,270,SMOOTH,2020/01/09 08:58:59+00,LBI01426/2020,{2D262226-C9F1-40F1-A6ED-E0D2C5C43ED1},2021/03/31 10:56:49+00,,2021/03/31 10:56:49+00,
-9.12689,53.2457,105331,False alarm,GALWAY,16:34:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,SMOOTH,CLEAR SKIES,GOOD,90,SMOOTH,2020/03/20 16:44:00+00,LBI01427/2020,{011CE0BB-DE65-4F28-A4AD-DED604B70289},2021/03/31 10:56:49+00,,2021/03/31 10:56:49+00,
-9.02784,53.26111,106688,Walker/runner,GALWAY,15:06:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Walker/runner,Human error,Rendered assistance,Walking/Running,GOOD,CLEAR SKIES,SLIGHT,CLEAR SKIES,GOOD,270,SLIGHT,2020/05/25 15:20:00+00,LBI02924/2020,{E1E8B11E-AC39-4FBB-A696-C2960F2C3C69},2021/03/31 10:59:04+00,,2021/03/31 10:59:04+00,
-9.01966,53.26763,106689,Inflatable,GALWAY,14:52:00,2020,ATLANTIC 85,B-810,ILB,LEISURE,Inflatables,Human error,Rendered assistance,Playing on an inflatable,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,0,CALM,2020/06/03 14:57:00+00,LBI02925/2020,{A64A86AB-B53E-4522-8C2B-369F60F7BDC8},2021/03/31 10:59:04+00,,2021/03/31 10:59:04+00,
-9.14386,53.24873,106698,Kayak/canoe,GALWAY,17:27:00,2020,ATLANTIC 85,B-810,ILB,LEISURE,Kayak,Unknown,Rendered assistance,Kayaking/Canoeing,GOOD,CLOUDY,MOD/CHOP,CLOUDY,GOOD,45,MOD/CHOP,2020/06/06 17:34:00+00,LBI02934/2020,{4B73C116-587C-4BE2-8E23-EC18E1C65D58},2021/03/31 10:59:05+00,,2021/03/31 10:59:05+00,
-9.09196,53.25657,106703,Other,GALWAY,17:00:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,270,CALM,2020/06/17 17:10:00+00,LBI02939/2020,{6F32639A-5C1D-4674-A90D-073DA12F4722},2021/03/31 10:59:05+00,,2021/03/31 10:59:05+00,
,,106704,Other,GALWAY,21:54:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,UNKNOWN,UNKNOWN,,CLOUDY,GOOD,45,CALM,2020/06/17 21:59:00+00,LBI02940/2020,{D9AC38D3-2DDB-4FEC-93EF-5D38460FEEBE},2021/03/31 10:59:05+00,,2021/03/31 10:59:05+00,
-9.06959,53.26093,106706,False alarm,GALWAY,18:49:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLOUDY,MOD/CHOP,CLOUDY,GOOD,225,MOD/CHOP,2020/06/21 19:05:00+00,LBI02942/2020,{CC166AFC-8F3A-4AE4-B802-72CB60179454},2021/03/31 10:59:06+00,,2021/03/31 10:59:06+00,
-9.02009,53.25895,106708,Walker/runner,GALWAY,15:31:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Walker/runner,Human error,Rendered assistance,Walking/Running,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2020/06/24 15:46:00+00,LBI02944/2020,{1133F78B-A5D2-41BB-8846-2D9DFF0D1694},2021/03/31 10:59:06+00,,2021/03/31 10:59:06+00,
-9.02258,53.26177,107390,Other,GALWAY,16:12:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2020/06/25 16:25:59+00,LBI03711/2020,{671CEA09-6DB3-4179-9DE1-562BE9FD7E2C},2021/03/31 11:00:17+00,,2021/03/31 11:00:17+00,
-8.96693,53.24395,107394,Motorboat,GALWAY,21:02:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Motorboat,Unknown,Others assisted casualty,Boating,POOR,RAIN / HAIL,SLIGHT,RAIN / HAIL,POOR,0,SLIGHT,2020/07/08 21:14:00+00,LBI03714/2020,{E893EEA5-B66A-4BE7-8AA5-65A14F220DC5},2021/03/31 11:00:17+00,,2021/03/31 11:00:17+00,
-8.96833,53.19333,107395,Other,GALWAY,11:32:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Other,Slippery or uneven surface,Rendered assistance,Unknown,POOR,MIST,SLIGHT,MIST,POOR,225,SLIGHT,2020/07/12 11:48:59+00,LBI03715/2020,{8DF778D4-8AE5-4377-A98B-B9869E3EFB93},2021/03/31 11:00:17+00,,2021/03/31 11:00:17+00,
,,107701,Other,GALWAY,12:26:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,UNKNOWN,UNKNOWN,,CLOUDY,GOOD,225,CALM,2020/07/19 12:40:59+00,LBI04062/2020,{B188F9D3-06D6-4375-AF4A-5BACE7291AA9},2021/03/31 11:00:53+00,,2021/03/31 11:00:53+00,
-9.02475,53.25833,107703,Other,GALWAY,14:36:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,SLIGHT,CLEAR SKIES,GOOD,225,SLIGHT,2020/07/21 14:48:59+00,LBI04063/2020,{832F5648-17A9-4D8A-A2A0-704EB00030FD},2021/03/31 11:00:53+00,,2021/03/31 11:00:53+00,
-9.12792,53.2455,107705,Other,GALWAY,15:00:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2020/07/21 15:00:00+00,LBI04065/2020,{33FCEDF0-AF5E-4B1B-8130-D9FA9A0CBD62},2021/03/31 11:00:53+00,,2021/03/31 11:00:53+00,
-9.0224,53.26049,107970,Walker/runner,GALWAY,16:50:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Walker/runner,Human error,Rendered assistance,Walking/Running,GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,225,ROUGH,2020/07/25 16:53:00+00,LBI04384/2020,{8DECC5A0-D5F0-4DCC-A2C4-84DD1009F9D5},2021/03/31 11:01:20+00,,2021/03/31 11:01:20+00,
,,107975,Other,GALWAY,13:50:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,UNKNOWN,UNKNOWN,,PART CLOUDY,GOOD,270,SMOOTH,2020/07/27 13:59:00+00,LBI04390/2020,{C2464592-8E5F-4C48-91AC-76F616F749CC},2021/03/31 11:01:21+00,,2021/03/31 11:01:21+00,
-9.22886,53.2419,110266,Paddleboard,GALWAY,22:09:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Paddleboard,Other,Rendered assistance,Stand up paddle boarding,POOR,THUNDER STORM,MOD/CHOP,THUNDER STORM,POOR,0,MOD/CHOP,2020/08/12 21:24:59+00,LBI07101/2020,{71645130-E6F9-40FE-A023-DFB07C14EC8C},2021/03/31 11:05:46+00,,2021/03/31 11:05:46+00,
-8.99028,53.17186,110623,False alarm,GALWAY,15:29:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2020/08/14 15:40:59+00,LBI07491/2020,{F76DDAE7-32D9-4DCD-B824-5E264ACA22B9},2021/03/31 11:06:25+00,,2021/03/31 11:06:25+00,
-9.04821,53.25053,110625,Motorboat,GALWAY,20:06:00,2020,ATLANTIC 85,B-810,ILB,LEISURE,Powered Boat,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,270,SMOOTH,2020/08/16 20:13:59+00,LBI07492/2020,{D334266D-628D-429C-8EDC-4A5527331857},2021/03/31 11:06:25+00,,2021/03/31 11:06:25+00,
-9.0667,53.25541,110627,Swimmer,GALWAY,12:34:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Swimmer,High winds,Rendered assistance,Swimming,POOR,CLOUDY,MOD/CHOP,CLOUDY,POOR,270,MOD/CHOP,2020/08/21 12:49:59+00,LBI07494/2020,{1B429227-4808-470B-9BAE-B709D83C07C4},2021/03/31 11:06:25+00,,2021/03/31 11:06:25+00,
-9.00825,53.26322,110628,Kitesurf,GALWAY,16:59:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Kitesurf,Unknown,Rendered assistance,Kite Surfing,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,270,SLIGHT,2020/08/22 17:16:59+00,LBI07495/2020,{3D8682ED-DFFE-4192-90CB-BBDF3DD85122},2021/03/31 11:06:25+00,,2021/03/31 11:06:25+00,
-9.3108,53.2159,110634,Sailing vessel,GALWAY,09:26:00,2020,ATLANTIC 85,B-810,ILB,LEISURE,Yacht (with engine),Machinery Failure,Rendered assistance,Unknown,GOOD,PART CLOUDY,MOD/CHOP,PART CLOUDY,GOOD,225,MOD/CHOP,2020/08/31 09:37:59+00,LBI07502/2020,{D34651EE-4E53-4496-868B-69F956155116},2021/03/31 11:06:26+00,,2021/03/31 11:06:26+00,
-9.06612,53.26162,111541,Other,GALWAY,15:29:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,45,CALM,2020/08/10 15:40:00+00,LBI08516/2020,{DB06850C-32AC-45FD-9F9A-EBAE71CB2794},2021/03/31 11:08:02+00,,2021/03/31 11:08:02+00,
,,111542,Other,GALWAY,23:29:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,UNKNOWN,UNKNOWN,,OVERCAST,FAIR,270,CALM,2020/09/07 23:32:00+00,LBI08517/2020,{5C41115E-22F5-4951-9D9E-BA6E6250FA3A},2021/03/31 11:08:02+00,,2021/03/31 11:08:02+00,
-9.05306,53.26796,111543,Other,GALWAY,08:59:00,2020,ATLANTIC 85,B-810,ILB,PEOPLE,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,225,CALM,2020/09/23 09:10:00+00,LBI08521/2020,{E093FD02-BD66-4FD9-B190-941ACC9EAE25},2021/03/31 11:08:02+00,,2021/03/31 11:08:02+00,
-9.05599,53.27151,111552,False alarm,GALWAY,23:39:00,2020,ATLANTIC 85,B-810,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,POOR,OVERCAST,SMOOTH,OVERCAST,POOR,0,SMOOTH,2020/10/24 23:52:59+00,LBI08530/2020,{B55BBAE2-15A4-413F-88EC-6DDE7F517A33},2021/03/31 11:08:03+00,,2021/03/31 11:08:03+00,
-9.10988,53.23967,111554,Commercial fishing,GALWAY,13:46:00,2020,ATLANTIC 85,B-810,ILB,COMMERCIAL,Fishing Vessel,Unknown,Rendered assistance,Commercial Fishing,FAIR,OVERCAST,ROUGH,OVERCAST,FAIR,270,ROUGH,2020/11/02 14:00:00+00,LBI08532/2020,{6FD79E18-734C-4086-975A-528B60A2F296},2021/03/31 11:08:03+00,,2021/03/31 11:08:03+00,
-9.08764,53.25546,112494,Other,GALWAY,14:42:00,2020,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLEAR SKIES,SLIGHT,CLEAR SKIES,GOOD,180,SLIGHT,2020/11/09 14:50:00+00,LBI09612/2020,{18F3F61D-A396-4532-AA00-72AB46B5EA39},2021/03/31 11:09:53+00,,2021/03/31 11:09:53+00,
-9.05125,53.26757,112496,Other,GALWAY,14:24:00,2020,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Unsuccessful search,Unknown,GOOD,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,GOOD,225,MOD/CHOP,2020/12/20 14:35:00+00,LBI09614/2020,{5F0C0CFF-31F0-4CBF-A227-6A275502B932},2021/03/31 11:09:53+00,,2021/03/31 11:09:53+00,
