X,Y,OBJECTID,AIC,LifeboatStationNameProper,LaunchTime,YearOfCall,LifeboatClass,LifeboatNumber,RoSType,CasualtyCategory,CasualtyTypeFull,ReasonForLaunch,OutcomeOfService,Activity,VisibilityAtIncident,WeatherAtIncident,SeaConditionsAtIncident,WeatherAtLaunch,VisibilityAtLaunch,WindDirectionAtLaunch,SeaConditionsAtLaunch,DateOfLaunch,ROSNumber,GlobalID,CreationDate,Creator,EditDate,Editor
-9.0742,53.2566,75126,Hoax and false alarm,GALWAY,04:00:00,2010,ATLANTIC 75,B-757,ILB,PEOPLE,Person in water,Person in distress,Hoax call confirmed,NOT KNOWN / NOT RELEVANT / OTHER,POOR,CLOUDY,ROUGH,CLOUDY,POOR,225,ROUGH,2010/11/02 00:00:00+00,,{4A429D2B-CF6D-4F1A-B675-DC271038C881},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.2959,53.2149,75321,Hoax and false alarm,GALWAY,21:00:00,2008,,B-738,ILB,OTHER,Distress signals,Thought to be in trouble,Hoax call suspected but unconfirmed,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,135,SLIGHT,2008/12/31 00:00:00+00,,{7BF1C226-0E10-4C0B-AE86-278E631CF5C6},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2683,75352,Waterside activity - In water,GALWAY,22:24:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,POOR,SQUALLY,VERY ROUGH,SQUALLY,POOR,180,VERY ROUGH,2013/12/26 00:00:00+00,,{36092706-E20B-48F0-BAFF-EC6208BA3DBA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0354,53.1662,75914,Motorboating - Other reason,GALWAY,18:04:00,2010,ATLANTIC 75,B-757,ILB,LEISURE,Powered boat,Stranding or grounding,Rendered assistance,SAILING,POOR,SQUALLY,CHOPPY,SQUALLY,POOR,270,CHOPPY,2010/08/21 00:00:00+00,,{D1DE8C23-FEB2-4214-AD66-BF942C89820F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0023,53.2391,76012,Angling from boat - Other reason,GALWAY,17:58:00,2009,,B-738,ILB,LEISURE,Charter angling vessel,Machinery failure,Rendered assistance,FISHING (LEISURE),GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2009/11/08 00:00:00+00,,{03E39148-F932-48B7-9E6D-E3632DA81E4B},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0468,53.2665,76171,Motorboating - Other reason,GALWAY,17:00:00,2011,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Leaks / Swamping,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CHOPPY,PART CLOUDY,GOOD,135,CHOPPY,2011/11/13 00:00:00+00,,{29D7EFE8-1C7B-472E-A0DD-97734C89405D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0437,53.2662,76235,Waterside activity - On shore,GALWAY,21:16:00,2010,ATLANTIC 75,B-757,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,POOR,FOG,CALM,FOG,POOR,0,CALM,2010/12/07 00:00:00+00,,{CF6FD6D9-8462-4F6A-8789-6F8D9671B1D8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0486,53.2588,76360,Hoax and false alarm,GALWAY,15:05:00,2010,ATLANTIC 75,B-757,ILB,OTHER,Person in water,Person recovery,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,,CALM,2010/12/12 00:00:00+00,,{A0D2E09C-504C-4557-994D-3D0566002A03},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9955,53.2489,77036,Angling from boat - Other reason,GALWAY,12:24:00,2009,,B-738,ILB,LEISURE,Powered boat,Machinery failure,Resolved unaided,FISHING (LEISURE),GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2009/11/29 00:00:00+00,,{62BB2982-5913-4284-BB1D-0E0AF3D46FF0},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0706,53.2406,77054,Commercial fishing - Other reasons,GALWAY,14:06:00,2011,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Leaks / Swamping,Rendered assistance,COMMERCIAL ACTIVITY,FAIR,CLOUDY,CHOPPY,CLOUDY,FAIR,248,CHOPPY,2011/12/22 00:00:00+00,,{DBABBE72-0ED8-4D03-B81A-EC8F8907A471},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2583,77269,Waterside activity - In water,GALWAY,04:07:00,2011,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,270,SMOOTH,2011/12/22 00:00:00+00,,{982830DF-359A-475A-BE08-1DAE97DCAFBD},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1292,53.2322,77362,Hoax and false alarm,GALWAY,01:11:00,2009,,B-738,ILB,OTHER,Distress signals,Thought to be in trouble,Hoax call suspected but unconfirmed,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2009/12/17 00:00:00+00,,{FB8112BC-A3E6-4921-A23B-5BBF8383D01C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.06051,53.28237,77886,Unknown,GALWAY,14:53:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2019/01/06 15:01:00+00,LBI00175/2019,{5B5E567D-BF83-431E-BF52-E03040FD130D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04922,53.26852,78526,Unknown,GALWAY,17:20:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,FAIR,MIST,CALM,MIST,FAIR,270,CALM,2019/01/25 17:35:00+00,LBI00464/2019,{A3517567-6FFF-40D0-A7C6-87EE90389A72},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.22833,53.24,78530,Unknown,GALWAY,15:53:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,0,CALM,2019/01/20 16:09:59+00,LBI00466/2019,{AEBA1953-FA64-4B1A-85B6-907DA13D1377},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04773,53.26905,79013,Other - other,GALWAY,11:00:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,270,SMOOTH,2019/02/22 11:07:59+00,LBI00682/2019,{3108642C-D316-43EE-BF3D-A9730FBBBAC7},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04458,53.26786,79574,Small craft - Dinghy sailing,GALWAY,12:01:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Sailing Dinghy,Collision with rocks,Rendered assistance,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,225,SMOOTH,2018/02/22 12:10:00+00,LBI00913/2018,{EC26CD6C-6458-40A0-A3F0-12A75020FBCE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05591,53.27276,79580,Other - other,GALWAY,11:00:00,2018,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,225,SMOOTH,2018/02/22 11:06:59+00,LBI00915/2018,{4F953E2C-EE8B-49CF-9CC7-93A286E1C7CE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05681,53.25385,80108,Unknown,GALWAY,19:10:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLEAR SKIES,SLIGHT,CLEAR SKIES,GOOD,225,SLIGHT,2017/03/15 16:50:00+00,LBI01129/2017,{E416EE97-F79E-418B-B4DB-5D3E9BEBF76C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04508,53.26892,80152,Unknown,GALWAY,05:07:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,180,SLIGHT,2017/02/04 05:16:59+00,LBI01146/2017,{6FDCDC21-2E8F-48BE-A892-BABAE3080752},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08351,53.25714,81072,Unknown,GALWAY,20:46:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,270,SLIGHT,2017/04/18 21:00:00+00,LBI01515/2017,{7FF256A1-D21F-4596-86B8-85A64DF868D3},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.055,53.26976,81076,Unknown,GALWAY,07:25:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,FAIR,PART CLOUDY,SMOOTH,PART CLOUDY,FAIR,135,SMOOTH,2017/01/19 07:38:00+00,LBI01516/2017,{0FD75BBB-6226-4FA5-B52A-24B4D47948E2},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.12969,53.25064,81101,Unknown,GALWAY,20:30:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,315,SMOOTH,2017/04/20 20:32:59+00,LBI01527/2017,{B5DE6A5D-831E-407C-9018-0FBAF8686BE8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05475,53.26976,81104,Person in distress,GALWAY,20:26:00,2017,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Others assisted casualty,Person in distress,GOOD,PART CLOUDY,MOD/CHOP,PART CLOUDY,GOOD,45,MOD/CHOP,2017/01/08 20:35:59+00,LBI01528/2017,{A0E6895A-859D-456E-A105-A5A7B2650610},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05484,53.2697,81106,Unknown,GALWAY,19:05:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,315,SMOOTH,2017/01/13 19:05:00+00,LBI01529/2017,{4BD539D6-8F92-4BFE-A4DE-EFD8FE6D677E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.09172,53.25525,81566,Powered boat - other reason,GALWAY,17:00:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Powered Boat,Unknown,Unsuccessful search,Unknown,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,90,CALM,2018/04/12 17:10:00+00,LBI01726/2018,{2F3C14B1-DBBE-418D-8203-DB0D9A862910},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.025,53.25833,82629,Walker - Trapped onshore,GALWAY,13:32:00,2017,ATLANTIC 85,B-853,ILB,PEOPLE,Walker,Human error,Rendered assistance,Walking/Running,EXCELLENT,CLEAR SKIES,CALM,CLEAR SKIES,EXCELLENT,270,CALM,2017/05/10 13:40:00+00,LBI02154/2017,{F9320813-0218-49AA-85B1-0BCA4DC62A41},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02733,53.26121,85985,Small craft - kite boarding,GALWAY,17:32:00,2018,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Other,Others assisted casualty,Kite Surfing,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,135,CALM,2018/06/12 17:44:00+00,LBI03473/2018,{3069035F-A9F4-4C79-8080-D261711A4408},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05568,53.27398,87071,Body,GALWAY,13:17:00,2018,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,315,CALM,2018/06/25 13:28:59+00,LBI03898/2018,{EB0935C0-5665-423C-8367-050B70940BE5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.09983,53.24324,87152,Animal,GALWAY,15:22:00,2019,ATLANTIC 85,B-853,ILB,COMMERCIAL,RIB (powered),Other,Rendered assistance,Commercial Sub Aqua Diving,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,270,CALM,2019/06/25 15:30:00+00,LBI03930/2019,{97A5FE63-F4D8-4D8C-AF32-47EDD566720B},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08167,53.24833,87260,Unknown,GALWAY,21:05:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,225,CALM,2017/07/05 21:10:00+00,LBI03971/2017,{264C7175-515D-4953-BFB4-86C07BC55288},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04733,53.26745,88461,Unknown,GALWAY,00:33:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,CLOUDY,CALM,CLOUDY,POOR,315,CALM,2019/01/09 00:45:00+00,LBI04435/2019,{CAA30DB3-1BC1-4380-9ABA-6F19CEAF44C1},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.98664,53.24478,88465,Unknown,GALWAY,12:30:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,CLEAR SKIES,CALM,CLEAR SKIES,POOR,315,CALM,2019/01/19 12:30:00+00,LBI04436/2019,{ECB0B860-8A1D-474D-9685-59FC7D3B588F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.01926,53.26899,88468,Unknown,GALWAY,18:48:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,FAIR,MIST,SLIGHT,MIST,FAIR,225,SLIGHT,2019/01/23 19:02:59+00,LBI04437/2019,{572B8838-C6E2-4B30-9327-684A9BC6C80E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.30799,53.23789,88471,Unknown,GALWAY,14:41:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,225,CALM,2019/02/04 14:51:00+00,LBI04438/2019,{76FC9988-601B-460A-B9B5-8A6D817940B8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.11144,53.21528,88475,Unknown,GALWAY,18:42:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,OVERCAST,SLIGHT,OVERCAST,GOOD,270,SLIGHT,2019/03/03 18:49:59+00,LBI04440/2019,{DC645ED1-043D-448E-B314-C8F762BA1CCB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.03812,53.26782,88481,Other - other,GALWAY,13:33:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,POOR,RAIN / HAIL,SLIGHT,RAIN / HAIL,POOR,180,SLIGHT,2019/03/11 14:39:00+00,LBI04442/2019,{15464651-4CB7-402C-A890-65BD6B18CB0E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05117,53.26804,88483,Animal,GALWAY,09:36:00,2019,ATLANTIC 85,B-853,ILB,OTHER,,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2019/02/25 09:46:59+00,LBI04443/2019,{1A595A7A-08B3-4282-BC37-08D5DAA9F5CA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05248,53.26845,88486,Other - other,GALWAY,18:56:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,POOR,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,POOR,180,MOD/CHOP,2019/03/11 18:59:59+00,LBI04445/2019,{E46A4314-DA1A-4AAB-9297-3E510A71BB34},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05239,53.2685,88491,Unknown,GALWAY,17:15:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,225,CALM,2019/03/21 17:15:00+00,LBI04447/2019,{8759554A-7BFA-465A-94C1-99CFC2124A35},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05728,53.23743,88497,Sailing - other reason,GALWAY,14:08:00,2019,ATLANTIC 85,B-853,ILB,LEISURE,Yacht (no engine),Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,270,SLIGHT,2019/03/24 14:16:00+00,LBI04449/2019,{87F6B521-78CB-490F-88C9-AF5E6263245E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.14792,53.24904,88500,Unknown,GALWAY,22:10:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2019/04/20 22:25:00+00,LBI04450/2019,{6DCCADA6-ACB4-4DF6-8F5D-A696039B4614},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.01943,53.26347,88506,Unknown,GALWAY,15:38:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,EXCELLENT,CLOUDY,MOD/CHOP,CLOUDY,EXCELLENT,180,MOD/CHOP,2019/04/22 15:45:00+00,LBI04453/2019,{E58DED4D-0885-4966-8D3A-8C47F660C511},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.11376,53.25566,88509,Unknown,GALWAY,20:32:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,135,SLIGHT,2019/04/29 20:44:00+00,LBI04454/2019,{764DBF2D-E2CF-4A2D-B547-0E15F64D007D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02527,53.25958,88511,Commercial fishing - other reason,GALWAY,19:56:00,2019,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Blown / Swept out to sea,Rendered assistance,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,45,CALM,2019/05/06 20:03:59+00,LBI04455/2019,{AEE4F46D-03A7-469E-A4F3-D659F1CEB77A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05037,53.2694,88520,Unknown,GALWAY,20:32:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2019/05/10 20:44:00+00,LBI04458/2019,{1C82F347-19DE-4BAC-AF87-06751A7DB74F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13238,53.24426,88523,Unknown,GALWAY,20:22:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,EXCELLENT,CLOUDY,SLIGHT,CLOUDY,EXCELLENT,90,SLIGHT,2019/06/27 20:39:59+00,LBI04461/2019,{36F89594-BD29-4AD6-9B9A-FAC3EE23468E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04384,53.26696,88538,Unknown,GALWAY,20:45:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,270,CALM,2017/07/16 20:55:59+00,LBI04467/2017,{82BFF684-2DD9-4D17-BF62-C95338D5D6C4},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02214,53.26105,95256,Small craft - stand up paddleboarding,GALWAY,18:37:00,2017,ATLANTIC 85,B-853,ILB,LEISURE,Paddleboard,Human error,Rendered assistance,Walking/Running,EXCELLENT,CLEAR SKIES,SMOOTH,CLEAR SKIES,EXCELLENT,315,SMOOTH,2017/09/13 18:49:00+00,LBI07117/2017,{C7CE5139-4FAB-44B9-B497-A2D933B3308B},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04911,53.26722,96116,Unknown,GALWAY,02:58:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,CALM,PART CLOUDY,FAIR,270,CALM,2018/09/12 03:10:00+00,LBI07467/2018,{0400FD3B-80CA-4FD3-80C5-6A7D30B166DA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04952,53.26751,97484,Person in distress,GALWAY,05:44:00,2017,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Unknown,Others assisted casualty,Person in distress,GOOD,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,GOOD,225,MOD/CHOP,2017/10/19 05:55:00+00,LBI08013/2017,{E73E1881-FBEB-4115-B7BB-AC53A9C895E4},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.967,53.1899,97487,Sailing - other reason,GALWAY,15:55:00,2017,ATLANTIC 85,B-853,ILB,LEISURE,Yacht (with engine),Stranding / Grounding,Rendered assistance,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2017/10/15 16:05:00+00,LBI08014/2017,{1CFD332F-34AC-43DB-9F32-7B2CDBFEFFE9},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.01939,53.26669,97490,Small craft - Kayak and canoeing,GALWAY,15:59:00,2017,ATLANTIC 85,B-853,ILB,LEISURE,Kayak,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2017/10/06 16:09:59+00,LBI08015/2017,{FF5818A2-3D22-4773-9562-DE335DDCD9D2},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05545,53.27016,98374,Unknown,GALWAY,00:24:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2018/05/05 00:40:59+00,LBI08368/2018,{10CC563C-0270-4AA7-B33F-2DD9131C961E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05295,53.26798,98625,Person in distress,GALWAY,06:23:00,2018,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Unknown,Others assisted casualty,Person in distress,FAIR,PART CLOUDY,CALM,PART CLOUDY,FAIR,225,CALM,2018/10/17 06:27:59+00,LBI08468/2018,{D9F4DEAB-9E82-4374-A3B5-A581CBFC053C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04413,53.25946,98685,Unknown,GALWAY,10:49:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,180,CALM,2018/09/24 11:00:00+00,LBI08496/2018,{13916E03-801E-4713-8A8B-51C3ABF503BF},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05913,53.28188,99354,Unknown,GALWAY,15:20:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Unsuccessful search,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,90,CALM,2017/11/14 15:30:00+00,LBI08768/2017,{B91FCA84-D5DE-47D4-BC87-FE187402127A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.98215,53.25252,99356,Commercial fishing - other reason,GALWAY,21:52:00,2017,ATLANTIC 85,B-853,ILB,COMMERCIAL,Commercial fishing,Unknown,Rendered assistance,Commercial Fishing,FAIR,CLOUDY,SLIGHT,CLOUDY,FAIR,270,SLIGHT,2017/11/23 08:05:00+00,LBI08769/2017,{4288D1AE-C2E6-4F47-B1C5-39002812CAAE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.11313,53.23476,99515,Commercial fishing - man overboard,GALWAY,22:52:00,2017,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Unknown,Unsuccessful search,Commercial Fishing,POOR,OTHER,ROUGH,OTHER,POOR,315,ROUGH,2017/11/22 21:56:59+00,LBI08831/2017,{71EEF53E-F0E8-48A6-B2C2-5B473EA48374},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02609,53.25923,99527,Unknown,GALWAY,19:16:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,SMOOTH,CLEAR SKIES,GOOD,270,SMOOTH,2018/06/30 19:24:00+00,LBI08837/2018,{75DDDBFA-5D86-47BB-ADD8-7BB8DC9996FB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.30217,53.2142,101061,Commercial fishing - other reason,GALWAY,13:21:00,2017,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Unknown,Rendered assistance,Commercial Fishing,GOOD,CLOUDY,CALM,CLOUDY,GOOD,135,CALM,2017/12/09 13:34:59+00,LBI09484/2017,{62845302-8CAE-4C48-A4B6-011B6A72F358},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
